Winner,NumTricks,NAcesP1,NAcesP2,NShuffles,ArtificiallyEnded
Player 1,1515,3,1,0,False
Player 1,100001,3,1,0,True
Player 1,1653,2,2,0,False
Player 1,696,3,1,0,False
Player 1,100001,2,2,0,True
Player 2,1064,0,4,0,False
Player 1,100001,1,3,0,True
Player 1,100001,3,1,0,True
Player 2,648,2,2,0,False
Player 2,2106,2,2,0,False
Player 1,1511,0,4,0,False
Player 1,457,3,1,0,False
Player 1,100001,2,2,0,True
Player 1,752,2,2,0,False
Player 1,100001,2,2,0,True
Player 1,208,1,3,0,False
Player 1,508,1,3,0,False
Player 2,1446,2,2,0,False
Player 1,100001,2,2,0,True
Player 1,5487,2,2,0,False
Player 1,2425,2,2,0,False
Player 1,1727,3,1,0,False
Player 1,603,4,0,0,False
Player 1,100001,3,1,0,True
Player 1,2591,1,3,0,False
Player 1,518,1,3,0,False
Player 1,154,4,0,0,False
Player 1,3392,1,3,0,False
Player 2,2392,1,3,0,False
Player 1,216,2,2,0,False
Player 2,1803,3,1,0,False
Player 1,860,3,1,0,False
Player 2,1466,1,3,0,False
Player 1,100001,3,1,0,True
Player 1,100001,3,1,0,True
Player 1,1633,1,3,0,False
Player 2,1470,2,2,0,False
Player 1,100001,2,2,0,True
Player 1,776,3,1,0,False
Player 1,100001,3,1,0,True
Player 1,100001,2,2,0,True
Player 1,1514,3,1,0,False
Player 1,1455,2,2,0,False
Player 2,4688,3,1,0,False
Player 1,100001,2,2,0,True
Player 2,717,1,3,0,False
Player 1,100001,2,2,0,True
Player 1,100001,2,2,0,True
Player 2,294,2,2,0,False
Player 2,2023,0,4,0,False
Player 1,100001,2,2,0,True
Player 1,3906,3,1,0,False
Player 2,334,2,2,0,False
Player 1,100001,3,1,0,True
Player 1,100001,2,2,0,True
Player 1,3070,3,1,0,False
Player 1,764,3,1,0,False
Player 1,1265,1,3,0,False
Player 1,15933,4,0,0,False
Player 2,1441,1,3,0,False
Player 1,100001,2,2,0,True
Player 1,100001,2,2,0,True
Player 1,316,3,1,0,False
Player 1,1986,1,3,0,False
Player 1,100001,3,1,0,True
Player 1,100001,2,2,0,True
Player 2,1330,1,3,0,False
Player 1,100001,2,2,0,True
Player 1,707,4,0,0,False
Player 1,871,3,1,0,False
Player 1,100001,2,2,0,True
Player 1,1567,2,2,0,False
Player 1,609,2,2,0,False
Player 1,100001,3,1,0,True
Player 2,924,3,1,0,False
Player 1,100001,1,3,0,True
Player 1,100001,2,2,0,True
Player 1,3136,3,1,0,False
Player 1,456,3,1,0,False
Player 1,630,1,3,0,False
Player 1,1400,3,1,0,False
Player 1,100001,2,2,0,True
Player 2,2148,0,4,0,False
Player 1,736,3,1,0,False
Player 1,100001,4,0,0,True
Player 2,870,2,2,0,False
Player 1,785,2,2,0,False
Player 2,1458,2,2,0,False
Player 1,673,1,3,0,False
Player 1,100001,2,2,0,True
Player 1,1710,2,2,0,False
Player 1,2690,2,2,0,False
Player 1,100001,2,2,0,True
Player 1,100001,2,2,0,True
Player 2,404,0,4,0,False
Player 1,100001,4,0,0,True
Player 1,100001,3,1,0,True
Player 1,1040,1,3,0,False
Player 2,233,3,1,0,False
Player 1,630,2,2,0,False
Player 1,70,3,1,0,False
Player 1,3090,2,2,0,False
Player 1,100001,0,4,0,True
Player 1,2069,2,2,0,False
Player 2,436,4,0,0,False
Player 1,100001,0,4,0,True
Player 1,1053,4,0,0,False
Player 2,3062,1,3,0,False
Player 2,1246,2,2,0,False
Player 1,100001,1,3,0,True
Player 1,56,3,1,0,False
Player 1,100001,1,3,0,True
Player 1,100001,4,0,0,True
Player 1,929,3,1,0,False
Player 1,100001,2,2,0,True
Player 2,242,2,2,0,False
Player 1,100001,1,3,0,True
Player 1,100001,4,0,0,True
Player 2,169,3,1,0,False
Player 1,100001,3,1,0,True
Player 1,2068,1,3,0,False
Player 2,848,2,2,0,False
Player 1,956,2,2,0,False
Player 1,100001,2,2,0,True
Player 2,3498,4,0,0,False
Player 2,889,2,2,0,False
Player 2,1265,4,0,0,False
Player 1,100001,2,2,0,True
Player 1,100001,1,3,0,True
Player 1,4074,2,2,0,False
Player 2,310,2,2,0,False
Player 2,3020,3,1,0,False
Player 2,3704,3,1,0,False
Player 1,100001,2,2,0,True
Player 2,226,1,3,0,False
Player 1,100001,2,2,0,True
Player 1,100001,1,3,0,True
Player 1,1616,4,0,0,False
Player 1,2201,3,1,0,False
Player 1,100001,1,3,0,True
Player 1,100001,0,4,0,True
Player 1,172,2,2,0,False
Player 2,166,1,3,0,False
Player 1,100001,3,1,0,True
Player 2,3766,2,2,0,False
Player 1,100001,1,3,0,True
Player 2,394,2,2,0,False
Player 2,950,4,0,0,False
Player 1,100001,2,2,0,True
Player 1,100001,2,2,0,True
Player 1,100001,1,3,0,True
Player 2,370,3,1,0,False
Player 1,100001,2,2,0,True
Player 1,100001,3,1,0,True
Player 1,100001,2,2,0,True
Player 2,3152,1,3,0,False
Player 1,100001,3,1,0,True
Player 1,100001,3,1,0,True
Player 1,100001,3,1,0,True
Player 1,100001,2,2,0,True
Player 1,100001,2,2,0,True
Player 1,100001,2,2,0,True
Player 1,100001,2,2,0,True
Player 1,100001,3,1,0,True
Player 1,912,3,1,0,False
Player 1,1330,2,2,0,False
Player 2,150,1,3,0,False
Player 2,356,1,3,0,False
Player 1,2388,2,2,0,False
Player 1,1363,2,2,0,False
Player 1,1292,1,3,0,False
Player 1,3115,2,2,0,False
Player 1,911,2,2,0,False
Player 1,374,4,0,0,False
Player 1,100001,2,2,0,True
Player 1,100001,2,2,0,True
Player 1,100001,3,1,0,True
Player 1,100001,2,2,0,True
Player 1,100001,2,2,0,True
Player 1,478,2,2,0,False
Player 1,100001,1,3,0,True
Player 1,3674,4,0,0,False
Player 1,100001,2,2,0,True
Player 2,1693,3,1,0,False
Player 1,701,3,1,0,False
Player 2,681,1,3,0,False
Player 1,100001,2,2,0,True
Player 1,100001,2,2,0,True
Player 1,100001,1,3,0,True
Player 1,1063,1,3,0,False
Player 1,100001,0,4,0,True
Player 1,4805,3,1,0,False
Player 2,646,1,3,0,False
Player 1,100001,2,2,0,True
Player 2,1932,1,3,0,False
Player 1,1093,1,3,0,False
Player 1,100001,1,3,0,True
Player 1,100001,1,3,0,True
Player 2,3152,2,2,0,False
Player 2,3248,2,2,0,False
Player 1,2374,3,1,0,False
Player 2,1021,1,3,0,False
Player 1,6492,3,1,0,False
Player 1,100001,2,2,0,True
Player 1,2297,4,0,0,False
Player 1,1592,1,3,0,False
Player 1,100001,3,1,0,True
Player 2,2320,3,1,0,False
Player 1,2376,2,2,0,False
Player 1,100001,2,2,0,True
Player 1,100001,2,2,0,True
Player 1,969,3,1,0,False
Player 1,100001,1,3,0,True
Player 2,1572,2,2,0,False
Player 2,524,2,2,0,False
Player 1,1541,1,3,0,False
Player 2,928,2,2,0,False
Player 1,2090,1,3,0,False
Player 1,100001,2,2,0,True
Player 1,100001,3,1,0,True
Player 1,2505,3,1,0,False
Player 1,1856,3,1,0,False
Player 1,100001,3,1,0,True
Player 2,204,0,4,0,False
Player 1,100001,3,1,0,True
Player 1,100001,3,1,0,True
Player 1,3321,3,1,0,False
Player 1,100001,1,3,0,True
Player 1,717,2,2,0,False
Player 1,4565,1,3,0,False
Player 2,2204,2,2,0,False
Player 1,100001,2,2,0,True
Player 1,100001,1,3,0,True
Player 1,100001,1,3,0,True
Player 1,100001,2,2,0,True
Player 1,1908,3,1,0,False
Player 1,100001,3,1,0,True
Player 1,1210,1,3,0,False
Player 2,3168,2,2,0,False
Player 1,100001,1,3,0,True
Player 2,574,2,2,0,False
Player 1,1079,4,0,0,False
Player 2,869,2,2,0,False
Player 1,100001,2,2,0,True
Player 1,100001,2,2,0,True
Player 2,1250,1,3,0,False
Player 2,124,1,3,0,False
Player 1,3547,3,1,0,False
Player 1,725,3,1,0,False
Player 2,1198,1,3,0,False
Player 1,100001,1,3,0,True
Player 1,100001,2,2,0,True
Player 1,737,0,4,0,False
Player 1,100001,1,3,0,True
Player 1,2094,2,2,0,False
Player 1,98,4,0,0,False
Player 1,100001,3,1,0,True
Player 1,481,4,0,0,False
Player 1,1309,1,3,0,False
Player 1,100001,1,3,0,True
Player 1,1045,1,3,0,False
Player 1,100001,2,2,0,True
Player 2,626,3,1,0,False
Player 2,3592,3,1,0,False
Player 1,94,3,1,0,False
Player 1,100001,0,4,0,True
Player 1,100001,3,1,0,True
Player 1,1318,2,2,0,False
Player 1,487,2,2,0,False
Player 2,3431,4,0,0,False
Player 1,4496,1,3,0,False
Player 1,100001,0,4,0,True
Player 1,516,4,0,0,False
Player 1,100001,2,2,0,True
Player 1,1976,2,2,0,False
Player 2,1081,2,2,0,False
Player 1,1715,3,1,0,False
Player 2,3573,2,2,0,False
Player 1,100001,2,2,0,True
Player 1,100001,1,3,0,True
Player 1,5508,1,3,0,False
Player 2,478,2,2,0,False
Player 1,1535,1,3,0,False
Player 1,100001,2,2,0,True
Player 1,1940,1,3,0,False
Player 1,100001,2,2,0,True
Player 1,100001,3,1,0,True
Player 1,100001,2,2,0,True
Player 1,100001,2,2,0,True
Player 1,615,1,3,0,False
Player 1,100001,2,2,0,True
Player 1,3551,2,2,0,False
Player 2,206,2,2,0,False
Player 1,100001,3,1,0,True
Player 1,1097,3,1,0,False
Player 1,100001,2,2,0,True
Player 1,100001,1,3,0,True
Player 1,966,2,2,0,False
Player 1,50,2,2,0,False
Player 1,100001,3,1,0,True
Player 1,1807,2,2,0,False
Player 1,2899,2,2,0,False
Player 1,3675,2,2,0,False
Player 2,537,0,4,0,False
Player 1,100001,2,2,0,True
Player 1,5082,1,3,0,False
Player 1,100001,2,2,0,True
Player 2,1097,2,2,0,False
Player 1,4464,2,2,0,False
Player 1,100001,2,2,0,True
Player 1,1129,3,1,0,False
Player 1,2084,1,3,0,False
Player 1,1157,1,3,0,False
Player 1,100001,2,2,0,True
Player 1,100001,2,2,0,True
Player 1,528,3,1,0,False
Player 1,100001,3,1,0,True
Player 2,82,1,3,0,False
Player 1,1569,2,2,0,False
Player 1,2559,1,3,0,False
Player 2,3040,1,3,0,False
Player 1,100001,2,2,0,True
Player 1,718,3,1,0,False
Player 1,1784,3,1,0,False
Player 1,100001,2,2,0,True
Player 1,562,0,4,0,False
Player 1,990,3,1,0,False
Player 1,1187,2,2,0,False
Player 1,4079,0,4,0,False
Player 2,1120,2,2,0,False
Player 2,3234,1,3,0,False
Player 1,100001,1,3,0,True
Player 1,100001,3,1,0,True
Player 1,431,2,2,0,False
Player 1,344,4,0,0,False
Player 1,415,2,2,0,False
Player 1,1043,0,4,0,False
Player 2,1090,2,2,0,False
Player 1,100001,2,2,0,True
Player 1,616,3,1,0,False
Player 1,100001,0,4,0,True
Player 2,2044,2,2,0,False
Player 1,100001,1,3,0,True
Player 2,444,4,0,0,False
Player 1,100001,1,3,0,True
Player 1,100001,2,2,0,True
Player 1,100001,2,2,0,True
Player 2,1360,1,3,0,False
Player 2,258,1,3,0,False
Player 1,290,3,1,0,False
Player 1,1166,2,2,0,False
Player 2,3339,1,3,0,False
Player 1,100001,1,3,0,True
Player 1,612,3,1,0,False
Player 2,1884,3,1,0,False
Player 2,562,1,3,0,False
Player 1,1567,1,3,0,False
Player 1,2634,3,1,0,False
Player 1,100001,3,1,0,True
Player 1,260,3,1,0,False
Player 2,83,1,3,0,False
Player 1,100001,2,2,0,True
Player 2,4580,1,3,0,False
Player 2,488,1,3,0,False
Player 1,168,4,0,0,False
Player 1,230,3,1,0,False
Player 2,347,2,2,0,False
Player 2,6870,2,2,0,False
Player 2,2422,1,3,0,False
Player 1,889,3,1,0,False
Player 1,100001,1,3,0,True
Player 2,934,3,1,0,False
Player 1,100001,3,1,0,True
Player 2,1750,2,2,0,False
Player 1,100001,3,1,0,True
Player 1,102,4,0,0,False
Player 1,1699,1,3,0,False
Player 1,100001,2,2,0,True
Player 1,100001,2,2,0,True
Player 1,100001,3,1,0,True
Player 1,100001,3,1,0,True
Player 1,100001,2,2,0,True
Player 1,100001,2,2,0,True
Player 2,1100,3,1,0,False
Player 1,100001,3,1,0,True
Player 1,2341,2,2,0,False
Player 2,636,3,1,0,False
Player 1,4424,4,0,0,False
Player 2,46,0,4,0,False
Player 1,2024,4,0,0,False
Player 2,994,0,4,0,False
Player 2,1637,1,3,0,False
Player 1,100001,2,2,0,True
Player 1,2862,3,1,0,False
Player 2,481,2,2,0,False
Player 1,920,1,3,0,False
Player 1,997,3,1,0,False
Player 1,2234,3,1,0,False
Player 1,100001,3,1,0,True
Player 1,100001,1,3,0,True
Player 1,100001,3,1,0,True
Player 2,430,3,1,0,False
Player 1,418,3,1,0,False
Player 2,274,2,2,0,False
Player 1,2612,1,3,0,False
Player 2,2916,2,2,0,False
Player 1,100001,3,1,0,True
Player 1,1119,3,1,0,False
Player 1,1699,2,2,0,False
Player 2,1428,1,3,0,False
Player 1,2180,1,3,0,False
Player 1,100001,0,4,0,True
Player 2,175,2,2,0,False
Player 1,792,2,2,0,False
Player 1,100001,2,2,0,True
Player 1,2154,3,1,0,False
Player 1,901,4,0,0,False
Player 2,446,3,1,0,False
Player 1,1110,2,2,0,False
Player 2,1938,1,3,0,False
Player 1,100001,2,2,0,True
Player 2,118,1,3,0,False
Player 2,755,3,1,0,False
Player 1,100001,1,3,0,True
Player 1,100001,0,4,0,True
Player 2,298,0,4,0,False
Player 1,936,2,2,0,False
Player 1,100001,4,0,0,True
Player 1,4873,2,2,0,False
Player 1,100001,2,2,0,True
Player 1,100001,2,2,0,True
Player 2,1078,1,3,0,False
Player 1,100001,1,3,0,True
Player 2,730,3,1,0,False
Player 2,2197,3,1,0,False
Player 1,100001,3,1,0,True
Player 2,224,1,3,0,False
Player 2,471,3,1,0,False
Player 1,100001,3,1,0,True
Player 1,2103,2,2,0,False
Player 1,100001,3,1,0,True
Player 1,2194,1,3,0,False
Player 1,3612,1,3,0,False
Player 1,4120,1,3,0,False
Player 2,1566,3,1,0,False
Player 2,187,3,1,0,False
Player 1,100001,2,2,0,True
Player 2,439,2,2,0,False
Player 2,3046,1,3,0,False
Player 1,100001,3,1,0,True
Player 1,2528,2,2,0,False
Player 2,1963,1,3,0,False
Player 1,4230,2,2,0,False
Player 2,654,1,3,0,False
Player 1,100001,4,0,0,True
Player 1,98,2,2,0,False
Player 1,1447,3,1,0,False
Player 2,250,1,3,0,False
Player 2,906,1,3,0,False
Player 2,7638,0,4,0,False
Player 1,825,2,2,0,False
Player 2,2511,2,2,0,False
Player 1,642,4,0,0,False
Player 1,1493,3,1,0,False
Player 2,1500,1,3,0,False
Player 1,954,2,2,0,False
Player 2,988,1,3,0,False
Player 2,1271,2,2,0,False
Player 2,714,0,4,0,False
Player 2,1098,2,2,0,False
Player 1,1930,2,2,0,False
Player 1,100001,0,4,0,True
Player 1,100001,1,3,0,True
Player 1,2652,3,1,0,False
Player 1,1970,0,4,0,False
Player 2,2756,2,2,0,False
Player 1,248,3,1,0,False
Player 2,690,3,1,0,False
Player 1,2401,1,3,0,False
Player 2,1506,2,2,0,False
Player 1,100001,4,0,0,True
Player 1,100001,0,4,0,True
Player 1,100001,1,3,0,True
Player 2,1710,1,3,0,False
Player 1,100001,3,1,0,True
Player 1,100001,3,1,0,True
Player 1,1976,1,3,0,False
Player 1,678,3,1,0,False
Player 1,1099,2,2,0,False
Player 1,1616,2,2,0,False
Player 2,2580,1,3,0,False
Player 1,439,3,1,0,False
Player 1,687,3,1,0,False
Player 1,1447,4,0,0,False
Player 1,2842,3,1,0,False
Player 1,100001,2,2,0,True
Player 2,1110,3,1,0,False
Player 1,753,2,2,0,False
Player 1,691,3,1,0,False
Player 1,962,2,2,0,False
Player 1,672,3,1,0,False
Player 2,608,2,2,0,False
Player 1,100001,3,1,0,True
Player 1,100001,2,2,0,True
Player 1,1647,2,2,0,False
Player 2,3266,2,2,0,False
Player 2,2105,1,3,0,False
Player 1,404,4,0,0,False
Player 2,1308,3,1,0,False
Player 1,100001,1,3,0,True
Player 1,982,3,1,0,False
Player 1,1701,2,2,0,False
Player 1,962,2,2,0,False
Player 1,2556,1,3,0,False
Player 1,1182,1,3,0,False
Player 2,102,0,4,0,False
Player 1,100001,1,3,0,True
Player 2,511,1,3,0,False
Player 1,1152,1,3,0,False
Player 1,100001,2,2,0,True
Player 2,1166,2,2,0,False
Player 2,969,0,4,0,False
Player 1,1636,2,2,0,False
Player 1,2394,1,3,0,False
Player 2,728,1,3,0,False
Player 1,301,4,0,0,False
Player 1,2084,1,3,0,False
Player 1,100001,2,2,0,True
Player 1,100001,3,1,0,True
Player 2,985,2,2,0,False
Player 1,1274,1,3,0,False
Player 1,100001,2,2,0,True
Player 1,100001,3,1,0,True
Player 1,3091,2,2,0,False
Player 1,100001,3,1,0,True
Player 2,302,2,2,0,False
Player 1,100001,2,2,0,True
Player 2,3170,3,1,0,False
Player 2,2616,3,1,0,False
Player 2,2924,2,2,0,False
Player 2,655,2,2,0,False
Player 2,672,1,3,0,False
Player 1,100001,1,3,0,True
Player 1,100001,2,2,0,True
Player 1,1645,2,2,0,False
Player 2,1542,2,2,0,False
Player 1,100001,2,2,0,True
Player 2,164,1,3,0,False
Player 2,3908,3,1,0,False
Player 2,1108,2,2,0,False
Player 1,2548,2,2,0,False
Player 1,308,2,2,0,False
Player 1,100001,2,2,0,True
Player 2,196,1,3,0,False
Player 1,100001,0,4,0,True
Player 2,9192,2,2,0,False
Player 1,100001,1,3,0,True
Player 1,408,3,1,0,False
Player 1,3168,4,0,0,False
Player 1,2022,0,4,0,False
Player 1,100001,3,1,0,True
Player 1,100001,2,2,0,True
Player 1,100001,1,3,0,True
Player 1,100001,2,2,0,True
Player 1,100001,3,1,0,True
Player 2,296,3,1,0,False
Player 1,100001,3,1,0,True
Player 1,100001,4,0,0,True
Player 2,466,1,3,0,False
Player 2,458,1,3,0,False
Player 1,1017,2,2,0,False
Player 1,100001,3,1,0,True
Player 2,1964,2,2,0,False
Player 1,100001,2,2,0,True
Player 1,100001,3,1,0,True
Player 2,2406,2,2,0,False
Player 1,1149,3,1,0,False
Player 1,100001,1,3,0,True
Player 1,936,2,2,0,False
Player 1,100001,3,1,0,True
Player 1,100001,3,1,0,True
Player 2,1440,2,2,0,False
Player 1,100001,2,2,0,True
Player 1,1895,2,2,0,False
Player 1,2070,2,2,0,False
Player 1,3641,1,3,0,False
Player 1,100001,3,1,0,True
Player 1,1008,3,1,0,False
Player 1,7802,2,2,0,False
Player 1,3353,1,3,0,False
Player 1,225,4,0,0,False
Player 1,100001,4,0,0,True
Player 2,1224,1,3,0,False
Player 1,1943,2,2,0,False
Player 1,625,2,2,0,False
Player 1,100001,3,1,0,True
Player 2,2955,1,3,0,False
Player 2,4231,1,3,0,False
Player 1,5032,2,2,0,False
Player 1,641,3,1,0,False
Player 1,100001,3,1,0,True
Player 1,100001,3,1,0,True
Player 1,2984,1,3,0,False
Player 1,100001,3,1,0,True
Player 1,100001,1,3,0,True
Player 1,100001,3,1,0,True
Player 1,100001,2,2,0,True
Player 1,100001,2,2,0,True
Player 2,2160,2,2,0,False
Player 1,100001,2,2,0,True
Player 1,100001,2,2,0,True
Player 1,100001,1,3,0,True
Player 1,3117,0,4,0,False
Player 1,100001,2,2,0,True
Player 2,2004,2,2,0,False
Player 1,384,3,1,0,False
Player 1,385,3,1,0,False
Player 1,1712,3,1,0,False
Player 1,494,2,2,0,False
Player 1,2809,3,1,0,False
Player 1,1811,2,2,0,False
Player 2,4016,1,3,0,False
Player 1,1574,3,1,0,False
Player 1,100001,2,2,0,True
Player 2,474,1,3,0,False
Player 1,100001,3,1,0,True
Player 1,100001,4,0,0,True
Player 2,1544,2,2,0,False
Player 2,1470,1,3,0,False
Player 2,1668,1,3,0,False
Player 1,1109,3,1,0,False
Player 1,100001,1,3,0,True
Player 1,100001,3,1,0,True
Player 1,100001,1,3,0,True
Player 2,2004,2,2,0,False
Player 2,144,0,4,0,False
Player 1,7574,4,0,0,False
Player 1,1994,1,3,0,False
Player 2,6462,3,1,0,False
Player 1,1745,4,0,0,False
Player 2,1324,2,2,0,False
Player 1,1792,2,2,0,False
Player 2,1300,2,2,0,False
Player 1,463,2,2,0,False
Player 1,100001,2,2,0,True
Player 1,100001,2,2,0,True
Player 1,100001,1,3,0,True
Player 1,1616,2,2,0,False
Player 1,100001,3,1,0,True
Player 1,100001,1,3,0,True
Player 1,100001,3,1,0,True
Player 1,1054,1,3,0,False
Player 1,547,4,0,0,False
Player 1,896,2,2,0,False
Player 1,100001,3,1,0,True
Player 1,458,3,1,0,False
Player 1,2162,1,3,0,False
Player 1,100001,3,1,0,True
Player 2,1930,3,1,0,False
Player 2,513,2,2,0,False
Player 2,818,2,2,0,False
Player 1,96,2,2,0,False
Player 1,718,2,2,0,False
Player 2,1660,0,4,0,False
Player 1,100001,2,2,0,True
Player 1,1361,3,1,0,False
Player 2,406,1,3,0,False
Player 2,1200,2,2,0,False
Player 2,62,1,3,0,False
Player 2,862,1,3,0,False
Player 2,630,1,3,0,False
Player 2,582,2,2,0,False
Player 1,100001,0,4,0,True
Player 1,1698,2,2,0,False
Player 1,100001,2,2,0,True
Player 1,100001,3,1,0,True
Player 2,446,1,3,0,False
Player 1,100001,2,2,0,True
Player 2,747,1,3,0,False
Player 1,100001,1,3,0,True
Player 1,816,3,1,0,False
Player 1,1853,3,1,0,False
Player 1,3446,3,1,0,False
Player 1,100001,2,2,0,True
Player 1,100001,3,1,0,True
Player 1,579,3,1,0,False
Player 1,100001,3,1,0,True
Player 1,100001,3,1,0,True
Player 1,100001,4,0,0,True
Player 2,1095,1,3,0,False
Player 2,5670,2,2,0,False
Player 1,1753,3,1,0,False
Player 1,388,3,1,0,False
Player 1,100001,2,2,0,True
Player 1,100001,1,3,0,True
Player 1,673,2,2,0,False
Player 1,625,3,1,0,False
Player 1,5420,3,1,0,False
Player 1,1705,4,0,0,False
Player 1,2634,2,2,0,False
Player 1,805,3,1,0,False
Player 1,1934,1,3,0,False
Player 2,3687,3,1,0,False
Player 2,721,2,2,0,False
Player 1,178,2,2,0,False
Player 1,1393,4,0,0,False
Player 1,2463,1,3,0,False
Player 1,291,2,2,0,False
Player 1,1303,1,3,0,False
Player 1,100001,3,1,0,True
Player 1,1657,3,1,0,False
Player 1,100001,2,2,0,True
Player 1,680,2,2,0,False
Player 1,100001,2,2,0,True
Player 1,100001,2,2,0,True
Player 2,2286,1,3,0,False
Player 1,100001,2,2,0,True
Player 1,100001,1,3,0,True
Player 1,1882,3,1,0,False
Player 2,958,1,3,0,False
Player 1,100001,1,3,0,True
Player 1,719,1,3,0,False
Player 2,750,3,1,0,False
Player 1,100001,2,2,0,True
Player 1,2703,2,2,0,False
Player 1,100001,3,1,0,True
Player 1,3214,1,3,0,False
Player 1,2069,4,0,0,False
Player 1,7286,0,4,0,False
Player 2,276,0,4,0,False
Player 1,100001,1,3,0,True
Player 1,71,4,0,0,False
Player 1,100001,2,2,0,True
Player 2,864,2,2,0,False
Player 1,2986,3,1,0,False
Player 1,686,2,2,0,False
Player 1,100001,2,2,0,True
Player 1,100001,3,1,0,True
Player 2,1588,2,2,0,False
Player 2,462,0,4,0,False
Player 2,852,1,3,0,False
Player 2,1250,2,2,0,False
Player 1,610,3,1,0,False
Player 2,3234,3,1,0,False
Player 2,1640,1,3,0,False
Player 1,100001,0,4,0,True
Player 2,938,2,2,0,False
Player 2,5716,2,2,0,False
Player 2,762,2,2,0,False
Player 1,2473,3,1,0,False
Player 2,696,2,2,0,False
Player 2,1786,1,3,0,False
Player 1,387,1,3,0,False
Player 2,680,3,1,0,False
Player 1,100001,1,3,0,True
Player 1,100001,2,2,0,True
Player 2,1128,2,2,0,False
Player 1,1759,2,2,0,False
Player 2,1200,3,1,0,False
Player 1,100001,1,3,0,True
Player 1,1992,2,2,0,False
Player 1,2823,2,2,0,False
Player 1,100001,3,1,0,True
Player 1,1941,3,1,0,False
Player 1,3324,1,3,0,False
Player 1,1373,3,1,0,False
Player 1,5022,1,3,0,False
Player 1,2447,1,3,0,False
Player 2,1566,1,3,0,False
Player 2,243,0,4,0,False
Player 1,1480,1,3,0,False
Player 1,100001,2,2,0,True
Player 1,2916,2,2,0,False
Player 1,100001,1,3,0,True
Player 1,3156,2,2,0,False
Player 1,100001,2,2,0,True
Player 1,100001,4,0,0,True
Player 2,160,2,2,0,False
Player 1,100001,3,1,0,True
Player 2,1002,4,0,0,False
Player 2,2944,1,3,0,False
Player 2,1642,1,3,0,False
Player 1,901,2,2,0,False
Player 2,3412,2,2,0,False
Player 1,100001,1,3,0,True
Player 2,2439,1,3,0,False
Player 1,4116,1,3,0,False
Player 2,228,1,3,0,False
Player 1,100001,2,2,0,True
Player 1,255,2,2,0,False
Player 1,100001,2,2,0,True
Player 1,994,2,2,0,False
Player 1,100001,2,2,0,True
Player 1,1164,3,1,0,False
Player 1,2179,2,2,0,False
Player 1,1495,1,3,0,False
Player 2,2322,1,3,0,False
Player 1,100001,2,2,0,True
Player 1,1444,1,3,0,False
Player 2,1177,3,1,0,False
Player 1,100001,1,3,0,True
Player 1,100001,0,4,0,True
Player 2,7274,2,2,0,False
Player 1,100001,2,2,0,True
Player 1,100001,3,1,0,True
Player 1,506,1,3,0,False
Player 2,2196,2,2,0,False
Player 2,3214,2,2,0,False
Player 1,1053,3,1,0,False
Player 1,100001,1,3,0,True
Player 2,3384,2,2,0,False
Player 1,1026,2,2,0,False
Player 1,100001,3,1,0,True
Player 1,2469,4,0,0,False
Player 1,100001,1,3,0,True
Player 1,100001,1,3,0,True
Player 1,327,2,2,0,False
Player 1,2941,2,2,0,False
Player 2,958,2,2,0,False
Player 1,1432,1,3,0,False
Player 1,4042,1,3,0,False
Player 1,1119,1,3,0,False
Player 1,1928,0,4,0,False
Player 1,1789,4,0,0,False
Player 1,100001,1,3,0,True
Player 2,2592,1,3,0,False
Player 1,100001,2,2,0,True
Player 1,3920,2,2,0,False
Player 1,96,4,0,0,False
Player 1,100001,2,2,0,True
Player 2,1070,0,4,0,False
Player 2,2524,2,2,0,False
Player 1,100001,2,2,0,True
Player 1,561,3,1,0,False
Player 1,100001,2,2,0,True
Player 2,1752,2,2,0,False
Player 2,888,1,3,0,False
Player 1,100001,2,2,0,True
Player 2,996,2,2,0,False
Player 2,343,3,1,0,False
Player 1,1338,1,3,0,False
Player 2,314,1,3,0,False
Player 1,100001,2,2,0,True
Player 1,100001,3,1,0,True
Player 1,430,2,2,0,False
Player 1,601,2,2,0,False
Player 1,2204,3,1,0,False
Player 1,100001,3,1,0,True
Player 2,1133,1,3,0,False
Player 1,2114,1,3,0,False
Player 2,2169,3,1,0,False
Player 1,100001,3,1,0,True
Player 1,1656,4,0,0,False
Player 1,100001,3,1,0,True
Player 1,100001,2,2,0,True
Player 1,322,2,2,0,False
Player 1,100001,3,1,0,True
Player 1,1915,3,1,0,False
Player 1,100001,2,2,0,True
Player 1,100001,1,3,0,True
Player 1,100001,1,3,0,True
Player 1,100001,1,3,0,True
Player 2,4514,3,1,0,False
Player 2,5290,2,2,0,False
Player 1,100001,3,1,0,True
Player 1,100001,2,2,0,True
Player 1,918,1,3,0,False
Player 1,100001,3,1,0,True
Player 1,4081,3,1,0,False
Player 2,53,1,3,0,False
Player 1,1536,3,1,0,False
Player 1,100001,4,0,0,True
Player 2,936,2,2,0,False
Player 1,4272,2,2,0,False
Player 1,100001,2,2,0,True
Player 1,100001,1,3,0,True
Player 1,4259,3,1,0,False
Player 1,604,3,1,0,False
Player 1,1333,2,2,0,False
Player 1,512,4,0,0,False
Player 1,4908,1,3,0,False
Player 1,3076,3,1,0,False
Player 1,1631,1,3,0,False
Player 1,100001,1,3,0,True
Player 1,314,1,3,0,False
Player 2,1532,1,3,0,False
Player 2,919,2,2,0,False
